Device: samsung SM-G970U1; eSense app version: 4.9.0; android version: 10;
DESCRIPTION;VALUE
RECORDING NAME;ro-07012021-skin;;;;
DATE (HH:MM:SS);07.01.21 19:44:35;;;;
TIME (HH:MM:SS);00:15:55;;;;
MAXIMUM;5.23 µS;;;;
MINIMUM;0.38 µS;;;;
DIFFERENCE MIN/MAX;4.85 µS;;;;
AVERAGE OF SESSION;2.59 µS;;;;
TIME INCREASE (HH:MM:SS);00:03:20;;;;
TIME STEADY (HH:MM:SS);00:00:40;;;;
TIME DECREASE (HH:MM:SS);00:11:54;;;;
;;;;;
TOTAL SCR;44;;;;
% of SCR OF SESSION;19.8%;;;;
Red hands;0;;;;
Orange hands;7;;;;
Yellow hands;122;;;;
Green hands;62;;;;
0-5 SCR/MIN (HH:MM:SS);00:15:01;;;;
6-9 SCR/MIN (HH:MM:SS);00:00:57;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:00;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
STARS;0;;;;
STARS WITH RIBBON;0;;;;
;;;;;
STATISTICS;;;;;
SECOND;MICROSIEMENS;TIMESTAMP;SCR;SCR/MIN;MARKER
598.4;2.82;19:54:33:925;0;5;
598.6;2.81;19:54:34:125;0;5;
598.8;2.81;19:54:34:325;0;5;
599.0;2.81;19:54:34:525;0;5;
599.2;2.80;19:54:34:725;0;5;
599.4;2.79;19:54:34:925;0;5;
599.6;2.79;19:54:35:125;0;5;
599.8;2.78;19:54:35:325;0;5;
600.0;2.78;19:54:35:525;0;4;
600.2;2.78;19:54:35:725;0;4;
600.4;2.77;19:54:35:925;0;4;
600.6;2.77;19:54:36:125;0;4;
600.8;2.76;19:54:36:325;0;4;
601.0;2.76;19:54:36:525;0;4;
601.2;2.76;19:54:36:725;0;4;
601.4;2.75;19:54:36:925;0;4;
601.6;2.75;19:54:37:125;0;4;
601.8;2.74;19:54:37:325;0;4;
602.0;2.74;19:54:37:525;0;4;
602.2;2.73;19:54:37:725;0;4;
602.4;2.73;19:54:37:925;0;4;
602.6;2.73;19:54:38:125;0;4;
602.8;2.72;19:54:38:325;0;4;
603.0;2.72;19:54:38:525;0;4;
603.2;2.71;19:54:38:725;0;4;
603.4;2.71;19:54:38:925;0;3;
603.6;2.71;19:54:39:125;0;3;
603.8;2.70;19:54:39:325;0;3;
604.0;2.70;19:54:39:525;0;3;
604.2;2.69;19:54:39:725;0;3;
604.4;2.69;19:54:39:925;0;3;
604.6;2.69;19:54:40:125;0;3;
604.8;2.68;19:54:40:325;0;3;
605.0;2.68;19:54:40:525;0;3;
605.2;2.67;19:54:40:725;0;3;
605.4;2.67;19:54:40:925;0;3;
605.6;2.66;19:54:41:125;0;3;
605.8;2.66;19:54:41:325;0;3;
606.0;2.66;19:54:41:525;0;3;
606.2;2.65;19:54:41:725;0;3;
606.4;2.65;19:54:41:925;0;3;
606.6;2.65;19:54:42:125;0;3;
606.8;2.65;19:54:42:325;0;3;
607.0;2.65;19:54:42:525;0;3;
607.2;2.66;19:54:42:725;0;3;
607.4;2.68;19:54:42:925;0;3;
607.6;2.72;19:54:43:125;0;3;
607.8;2.74;19:54:43:325;0;3;
608.0;2.74;19:54:43:525;0;3;
608.2;2.76;19:54:43:725;0;3;
608.4;2.77;19:54:43:925;0;3;
608.6;2.77;19:54:44:125;0;3;
608.8;2.77;19:54:44:325;0;3;
609.0;2.77;19:54:44:525;0;3;
609.2;2.77;19:54:44:725;0;3;
609.4;2.76;19:54:44:925;0;3;
609.6;2.75;19:54:45:125;0;3;
609.8;2.74;19:54:45:325;0;3;
610.0;2.73;19:54:45:525;0;3;
610.2;2.73;19:54:45:725;0;3;
610.4;2.72;19:54:45:925;0;3;
610.6;2.71;19:54:46:125;0;3;
610.8;2.71;19:54:46:325;0;3;
611.0;2.71;19:54:46:525;0;3;
611.2;2.70;19:54:46:725;0;3;
611.4;2.69;19:54:46:925;0;3;
611.6;2.69;19:54:47:125;0;3;
611.8;2.68;19:54:47:325;0;3;
612.0;2.68;19:54:47:525;0;3;
612.2;2.67;19:54:47:725;0;3;
612.4;2.67;19:54:47:925;0;3;
612.6;2.67;19:54:48:125;0;3;
612.8;2.67;19:54:48:325;0;3;
613.0;2.66;19:54:48:525;0;3;
613.2;2.66;19:54:48:725;0;3;
613.4;2.65;19:54:48:925;0;3;
613.6;2.65;19:54:49:125;0;3;
613.8;2.65;19:54:49:325;0;3;
614.0;2.64;19:54:49:525;0;3;
614.2;2.64;19:54:49:725;0;3;
614.4;2.63;19:54:49:925;0;3;
614.6;2.63;19:54:50:125;0;3;
614.8;2.63;19:54:50:325;0;3;
615.0;2.63;19:54:50:525;0;3;
615.2;2.62;19:54:50:725;0;3;
615.4;2.62;19:54:50:925;0;3;
615.6;2.61;19:54:51:125;0;3;
615.8;2.61;19:54:51:325;0;3;
616.0;2.61;19:54:51:525;0;3;
616.2;2.60;19:54:51:725;0;3;
616.4;2.60;19:54:51:925;0;3;
616.6;2.59;19:54:52:125;0;2;
616.8;2.59;19:54:52:325;0;2;
617.0;2.59;19:54:52:525;0;2;
617.2;2.58;19:54:52:725;0;2;
617.4;2.58;19:54:52:925;0;2;
617.6;2.58;19:54:53:125;0;2;
617.8;2.58;19:54:53:325;0;2;
618.0;2.58;19:54:53:525;0;2;
618.2;2.58;19:54:53:725;0;2;
618.4;2.58;19:54:53:925;0;2;
618.6;2.58;19:54:54:125;0;2;
618.8;2.58;19:54:54:325;0;2;
619.0;2.59;19:54:54:525;0;2;
619.2;2.59;19:54:54:725;0;2;
619.4;2.59;19:54:54:925;0;2;
619.6;2.59;19:54:55:125;0;2;
619.8;2.59;19:54:55:325;0;2;
620.0;2.58;19:54:55:525;0;2;
620.2;2.58;19:54:55:725;0;2;
620.4;2.58;19:54:55:925;0;2;
620.6;2.58;19:54:56:125;0;2;
620.8;2.57;19:54:56:325;0;2;
621.0;2.57;19:54:56:525;0;2;
621.2;2.56;19:54:56:725;0;2;
621.4;2.56;19:54:56:925;0;2;
621.6;2.56;19:54:57:125;0;2;
621.8;2.56;19:54:57:325;0;2;
622.0;2.55;19:54:57:525;0;2;
622.2;2.55;19:54:57:725;0;2;
622.4;2.55;19:54:57:925;0;2;
622.6;2.55;19:54:58:125;0;2;
622.8;2.55;19:54:58:325;0;2;
623.0;2.54;19:54:58:525;0;2;
623.2;2.54;19:54:58:725;0;2;
623.4;2.54;19:54:58:925;0;2;
623.6;2.53;19:54:59:125;0;2;
623.8;2.53;19:54:59:325;0;2;
624.0;2.53;19:54:59:525;0;2;
624.2;2.52;19:54:59:725;0;2;
624.4;2.52;19:54:59:925;0;2;
624.6;2.52;19:55:00:125;0;2;
624.8;2.52;19:55:00:325;0;2;
625.0;2.52;19:55:00:525;0;2;
625.2;2.51;19:55:00:725;0;2;
625.4;2.51;19:55:00:925;0;2;
625.6;2.50;19:55:01:125;0;2;
625.8;2.50;19:55:01:325;0;2;
626.0;2.50;19:55:01:525;0;2;
626.2;2.50;19:55:01:725;0;2;
626.4;2.50;19:55:01:925;0;2;
626.6;2.50;19:55:02:125;0;2;
626.8;2.49;19:55:02:325;0;2;
627.0;2.49;19:55:02:525;0;2;
627.2;2.49;19:55:02:725;0;2;
627.4;2.49;19:55:02:925;0;2;
627.6;2.48;19:55:03:125;0;2;
627.8;2.48;19:55:03:325;0;2;
628.0;2.48;19:55:03:525;0;2;
628.2;2.48;19:55:03:725;0;2;
628.4;2.48;19:55:03:925;0;2;
628.6;2.48;19:55:04:125;0;2;
628.8;2.47;19:55:04:325;0;2;
629.0;2.47;19:55:04:525;0;2;
629.2;2.46;19:55:04:725;0;2;
629.4;2.46;19:55:04:925;0;2;
629.6;2.46;19:55:05:125;0;2;
629.8;2.46;19:55:05:325;0;2;
630.0;2.46;19:55:05:525;0;2;
630.2;2.48;19:55:05:725;0;2;
630.4;2.49;19:55:05:925;0;2;
630.6;2.50;19:55:06:125;0;2;
630.8;2.50;19:55:06:325;0;2;
631.0;2.50;19:55:06:525;0;2;
631.2;2.51;19:55:06:725;0;2;
631.4;2.51;19:55:06:925;0;2;
631.6;2.51;19:55:07:125;0;2;
631.8;2.51;19:55:07:325;0;2;
632.0;2.50;19:55:07:525;0;2;
632.2;2.50;19:55:07:725;0;2;
632.4;2.50;19:55:07:925;0;2;
632.6;2.50;19:55:08:125;0;2;
632.8;2.49;19:55:08:325;0;2;
633.0;2.49;19:55:08:525;0;2;
633.2;2.49;19:55:08:725;0;2;
633.4;2.49;19:55:08:925;0;2;
633.6;2.49;19:55:09:125;0;2;
633.8;2.48;19:55:09:325;0;2;
634.0;2.48;19:55:09:525;0;2;
634.2;2.48;19:55:09:725;0;2;
634.4;2.48;19:55:09:925;0;2;
634.6;2.48;19:55:10:125;0;2;
634.8;2.48;19:55:10:325;0;2;
635.0;2.48;19:55:10:525;0;2;
635.2;2.47;19:55:10:725;0;1;
635.4;2.47;19:55:10:925;0;1;
635.6;2.47;19:55:11:125;0;1;
635.8;2.46;19:55:11:325;0;1;
636.0;2.46;19:55:11:525;0;1;
636.2;2.46;19:55:11:725;0;1;
636.4;2.46;19:55:11:925;0;1;
636.6;2.46;19:55:12:125;0;1;
636.8;2.46;19:55:12:325;0;1;
637.0;2.45;19:55:12:525;0;1;
637.2;2.45;19:55:12:725;0;1;
637.4;2.44;19:55:12:925;0;1;
637.6;2.44;19:55:13:125;0;1;
637.8;2.44;19:55:13:325;0;1;
638.0;2.44;19:55:13:525;0;1;
638.2;2.44;19:55:13:725;0;1;
638.4;2.43;19:55:13:925;0;1;
638.6;2.43;19:55:14:125;0;1;
638.8;2.42;19:55:14:325;0;1;
639.0;2.42;19:55:14:525;0;1;
639.2;2.42;19:55:14:725;0;1;
639.4;2.42;19:55:14:925;0;1;
639.6;2.42;19:55:15:125;0;1;
639.8;2.41;19:55:15:325;0;1;
640.0;2.41;19:55:15:525;0;1;
640.2;2.41;19:55:15:725;0;1;
640.4;2.42;19:55:15:925;0;1;
640.6;2.42;19:55:16:125;0;1;
640.8;2.43;19:55:16:325;0;1;
641.0;2.45;19:55:16:525;0;1;
641.2;2.48;19:55:16:725;0;1;
641.4;2.50;19:55:16:925;0;1;
641.6;2.52;19:55:17:125;0;1;
641.8;2.54;19:55:17:325;0;1;
642.0;2.54;19:55:17:525;0;1;
642.2;2.54;19:55:17:725;0;1;
642.4;2.55;19:55:17:925;0;1;
642.6;2.54;19:55:18:125;0;1;
642.8;2.54;19:55:18:325;0;1;
643.0;2.54;19:55:18:525;0;1;
643.2;2.53;19:55:18:725;0;1;
643.4;2.53;19:55:18:925;0;1;
643.6;2.52;19:55:19:125;0;1;
643.8;2.51;19:55:19:325;0;1;
644.0;2.51;19:55:19:525;0;1;
644.2;2.50;19:55:19:725;0;1;
644.4;2.50;19:55:19:925;0;1;
644.6;2.50;19:55:20:125;0;1;
644.8;2.50;19:55:20:325;0;1;
645.0;2.49;19:55:20:525;0;1;
645.2;2.49;19:55:20:725;1;1;
645.4;2.48;19:55:20:925;1;1;
645.6;2.48;19:55:21:125;1;1;
645.8;2.47;19:55:21:325;1;1;
646.0;2.46;19:55:21:525;1;1;
646.2;2.46;19:55:21:725;1;2;
646.4;2.46;19:55:21:925;1;2;
646.6;2.46;19:55:22:125;1;2;
646.8;2.46;19:55:22:325;0;2;
647.0;2.45;19:55:22:525;0;2;
647.2;2.45;19:55:22:725;0;2;
647.4;2.44;19:55:22:925;0;2;
647.6;2.44;19:55:23:125;0;2;
647.8;2.44;19:55:23:325;0;2;
648.0;2.44;19:55:23:525;0;2;
648.2;2.44;19:55:23:725;0;2;
648.4;2.43;19:55:23:925;0;2;
648.6;2.43;19:55:24:125;0;2;
648.8;2.43;19:55:24:325;0;1;
649.0;2.42;19:55:24:525;0;1;
649.2;2.42;19:55:24:725;0;1;
649.4;2.42;19:55:24:925;0;1;
649.6;2.41;19:55:25:125;0;1;
649.8;2.41;19:55:25:325;0;1;
650.0;2.41;19:55:25:525;0;1;
650.2;2.41;19:55:25:725;0;1;
650.4;2.40;19:55:25:925;0;1;
650.6;2.41;19:55:26:125;0;1;
650.8;2.42;19:55:26:325;0;1;
651.0;2.44;19:55:26:525;0;1;
651.2;2.46;19:55:26:725;0;1;
651.4;2.48;19:55:26:925;0;1;
651.6;2.52;19:55:27:125;0;1;
651.8;2.55;19:55:27:325;0;1;
652.0;2.60;19:55:27:525;0;1;
652.2;2.63;19:55:27:725;0;1;
652.4;2.66;19:55:27:925;0;1;
652.6;2.71;19:55:28:125;0;1;
652.8;2.81;19:55:28:325;0;1;
653.0;2.91;19:55:28:525;0;1;
653.2;2.99;19:55:28:725;0;1;
653.4;3.04;19:55:28:925;0;1;
653.6;3.07;19:55:29:125;0;1;
653.8;3.13;19:55:29:325;0;1;
654.0;3.19;19:55:29:525;0;1;
654.2;3.22;19:55:29:725;0;1;
654.4;3.25;19:55:29:925;0;1;
654.6;3.26;19:55:30:125;0;1;
654.8;3.25;19:55:30:325;0;1;
655.0;3.24;19:55:30:525;0;1;
655.2;3.22;19:55:30:725;0;1;
655.4;3.20;19:55:30:925;0;1;
655.6;3.19;19:55:31:125;0;1;
655.8;3.18;19:55:31:325;0;1;
656.0;3.16;19:55:31:525;0;1;
656.2;3.13;19:55:31:725;0;1;
656.4;3.12;19:55:31:925;0;1;
656.6;3.09;19:55:32:125;1;1;
656.8;3.08;19:55:32:325;1;1;
657.0;3.08;19:55:32:525;1;1;
657.2;3.06;19:55:32:725;1;1;
657.4;3.04;19:55:32:925;1;1;
657.6;3.04;19:55:33:125;1;1;
657.8;3.02;19:55:33:325;1;1;
658.0;3.02;19:55:33:525;1;1;
658.2;3.01;19:55:33:725;1;1;
658.4;3.00;19:55:33:925;1;2;
658.6;3.00;19:55:34:125;1;2;
658.8;2.99;19:55:34:325;1;2;
659.0;2.98;19:55:34:525;1;2;
659.2;2.98;19:55:34:725;1;2;
659.4;2.97;19:55:34:925;1;2;
659.6;2.96;19:55:35:125;1;2;
659.8;2.96;19:55:35:325;1;2;
660.0;2.96;19:55:35:525;1;2;
660.2;2.96;19:55:35:725;1;2;
660.4;2.97;19:55:35:925;1;2;
660.6;2.99;19:55:36:125;1;2;
660.8;3.01;19:55:36:325;1;2;
661.0;3.02;19:55:36:525;1;2;
661.2;3.03;19:55:36:725;1;2;
661.4;3.04;19:55:36:925;1;2;
661.6;3.04;19:55:37:125;1;2;
661.8;3.04;19:55:37:325;1;2;
662.0;3.05;19:55:37:525;1;2;
662.2;3.05;19:55:37:725;1;2;
662.4;3.06;19:55:37:925;1;2;
662.6;3.05;19:55:38:125;1;2;
662.8;3.04;19:55:38:325;1;2;
663.0;3.04;19:55:38:525;1;2;
663.2;3.02;19:55:38:725;1;2;
663.4;3.01;19:55:38:925;1;2;
663.6;3.01;19:55:39:125;1;2;
663.8;3.00;19:55:39:325;0;2;
664.0;2.99;19:55:39:525;0;2;
664.2;2.98;19:55:39:725;0;2;
664.4;2.96;19:55:39:925;0;2;
664.6;2.96;19:55:40:125;0;2;
664.8;2.96;19:55:40:325;0;2;
665.0;2.95;19:55:40:525;0;2;
665.2;2.94;19:55:40:725;0;2;
665.4;2.92;19:55:40:925;0;2;
665.6;2.92;19:55:41:125;0;2;
665.8;2.91;19:55:41:325;0;2;
666.0;2.91;19:55:41:525;0;2;
666.2;2.90;19:55:41:725;0;2;
666.4;2.89;19:55:41:925;0;2;
666.6;2.88;19:55:42:125;0;2;
666.8;2.88;19:55:42:325;0;2;
667.0;2.87;19:55:42:525;0;2;
667.2;2.87;19:55:42:725;0;2;
667.4;2.86;19:55:42:925;0;2;
667.6;2.85;19:55:43:125;0;2;
667.8;2.84;19:55:43:325;0;2;
668.0;2.84;19:55:43:525;0;2;
668.2;2.84;19:55:43:725;0;2;
668.4;2.83;19:55:43:925;0;2;
668.6;2.83;19:55:44:125;0;2;
668.8;2.81;19:55:44:325;0;2;
669.0;2.81;19:55:44:525;0;2;
669.2;2.81;19:55:44:725;0;2;
669.4;2.80;19:55:44:925;0;2;
669.6;2.79;19:55:45:125;0;2;
669.8;2.79;19:55:45:325;0;2;
670.0;2.79;19:55:45:525;0;2;
670.2;2.78;19:55:45:725;0;2;
670.4;2.78;19:55:45:925;0;2;
670.6;2.77;19:55:46:125;0;2;
670.8;2.76;19:55:46:325;0;2;
671.0;2.76;19:55:46:525;0;2;
671.2;2.75;19:55:46:725;0;2;
671.4;2.75;19:55:46:925;0;2;
671.6;2.75;19:55:47:125;0;2;
671.8;2.75;19:55:47:325;0;2;
672.0;2.74;19:55:47:525;0;2;
672.2;2.73;19:55:47:725;0;2;
672.4;2.73;19:55:47:925;0;2;
672.6;2.72;19:55:48:125;0;2;
672.8;2.72;19:55:48:325;0;2;
673.0;2.71;19:55:48:525;0;2;
673.2;2.71;19:55:48:725;0;2;
673.4;2.71;19:55:48:925;0;2;
673.6;2.71;19:55:49:125;0;2;
673.8;2.71;19:55:49:325;0;2;
674.0;2.70;19:55:49:525;0;2;
674.2;2.70;19:55:49:725;0;2;
674.4;2.69;19:55:49:925;0;2;
674.6;2.69;19:55:50:125;0;2;
674.8;2.68;19:55:50:325;0;2;
675.0;2.68;19:55:50:525;0;2;
675.2;2.68;19:55:50:725;0;2;
675.4;2.67;19:55:50:925;0;2;
675.6;2.67;19:55:51:125;0;2;
675.8;2.67;19:55:51:325;0;2;
676.0;2.66;19:55:51:525;0;2;
676.2;2.66;19:55:51:725;0;2;
676.4;2.67;19:55:51:925;0;2;
676.6;2.69;19:55:52:125;0;2;
676.8;2.73;19:55:52:325;0;2;
677.0;2.75;19:55:52:525;0;2;
677.2;2.77;19:55:52:725;0;2;
677.4;2.81;19:55:52:925;0;2;
677.6;2.86;19:55:53:125;0;2;
677.8;2.90;19:55:53:325;0;2;
678.0;2.95;19:55:53:525;0;2;
678.2;2.97;19:55:53:725;0;2;
678.4;2.98;19:55:53:925;0;2;
678.6;2.99;19:55:54:125;0;2;
678.8;3.00;19:55:54:325;0;2;
679.0;3.00;19:55:54:525;0;2;
679.2;3.00;19:55:54:725;0;2;
679.4;3.00;19:55:54:925;0;2;
679.6;3.00;19:55:55:125;0;2;
679.8;2.99;19:55:55:325;0;2;
680.0;2.97;19:55:55:525;0;2;
680.2;2.96;19:55:55:725;0;2;
680.4;2.95;19:55:55:925;0;2;
680.6;2.95;19:55:56:125;0;2;
680.8;2.94;19:55:56:325;0;2;
681.0;2.92;19:55:56:525;0;2;
681.2;2.91;19:55:56:725;0;2;
681.4;2.90;19:55:56:925;0;2;
681.6;2.89;19:55:57:125;1;2;
681.8;2.89;19:55:57:325;1;2;
682.0;2.89;19:55:57:525;1;2;
682.2;2.88;19:55:57:725;1;2;
682.4;2.87;19:55:57:925;1;2;
682.6;2.87;19:55:58:125;1;2;
682.8;2.87;19:55:58:325;1;2;
683.0;2.86;19:55:58:525;1;2;
683.2;2.85;19:55:58:725;1;2;
683.4;2.84;19:55:58:925;1;3;
683.6;2.84;19:55:59:125;1;3;
683.8;2.83;19:55:59:325;1;3;
684.0;2.83;19:55:59:525;1;3;
684.2;2.83;19:55:59:725;1;3;
684.4;2.83;19:55:59:925;1;3;
684.6;2.81;19:56:00:125;1;3;
684.8;2.81;19:56:00:325;1;3;
685.0;2.80;19:56:00:525;1;3;
685.2;2.80;19:56:00:725;1;3;
685.4;2.80;19:56:00:925;1;3;
685.6;2.79;19:56:01:125;1;3;
685.8;2.79;19:56:01:325;1;3;
686.0;2.79;19:56:01:525;1;3;
686.2;2.78;19:56:01:725;1;3;
686.4;2.78;19:56:01:925;1;3;
686.6;2.77;19:56:02:125;1;3;
686.8;2.77;19:56:02:325;0;3;
687.0;2.76;19:56:02:525;0;3;
687.2;2.76;19:56:02:725;0;3;
687.4;2.76;19:56:02:925;0;3;
687.6;2.76;19:56:03:125;0;3;
687.8;2.76;19:56:03:325;0;3;
688.0;2.75;19:56:03:525;0;3;
688.2;2.74;19:56:03:725;0;3;
688.4;2.74;19:56:03:925;0;3;
688.6;2.74;19:56:04:125;0;3;
688.8;2.74;19:56:04:325;0;3;
689.0;2.73;19:56:04:525;0;3;
689.2;2.73;19:56:04:725;0;3;
689.4;2.73;19:56:04:925;0;3;
689.6;2.72;19:56:05:125;0;3;
689.8;2.72;19:56:05:325;0;3;
690.0;2.72;19:56:05:525;0;3;
690.2;2.71;19:56:05:725;0;3;
690.4;2.71;19:56:05:925;0;3;
690.6;2.70;19:56:06:125;0;3;
690.8;2.70;19:56:06:325;0;3;
691.0;2.70;19:56:06:525;0;3;
691.2;2.70;19:56:06:725;0;3;
691.4;2.69;19:56:06:925;0;3;
691.6;2.69;19:56:07:125;0;3;
691.8;2.68;19:56:07:325;0;3;
692.0;2.68;19:56:07:525;0;3;
692.2;2.68;19:56:07:725;0;3;
692.4;2.68;19:56:07:925;0;3;
692.6;2.68;19:56:08:125;0;3;
692.8;2.67;19:56:08:325;0;3;
693.0;2.67;19:56:08:525;0;3;
693.2;2.67;19:56:08:725;0;3;
693.4;2.67;19:56:08:925;0;3;
693.6;2.67;19:56:09:125;0;3;
693.8;2.67;19:56:09:325;0;3;
694.0;2.67;19:56:09:525;0;3;
694.2;2.67;19:56:09:725;0;3;
694.4;2.67;19:56:09:925;0;3;
694.6;2.66;19:56:10:125;0;3;
694.8;2.66;19:56:10:325;0;3;
695.0;2.66;19:56:10:525;0;3;
695.2;2.65;19:56:10:725;0;3;
695.4;2.65;19:56:10:925;0;3;
695.6;2.65;19:56:11:125;0;3;
695.8;2.65;19:56:11:325;0;3;
696.0;2.65;19:56:11:525;0;3;
696.2;2.65;19:56:11:725;0;3;
696.4;2.65;19:56:11:925;0;3;
696.6;2.65;19:56:12:125;0;3;
696.8;2.65;19:56:12:325;0;3;
697.0;2.64;19:56:12:525;0;3;
697.2;2.64;19:56:12:725;0;3;
697.4;2.63;19:56:12:925;0;3;
697.6;2.63;19:56:13:125;0;3;
697.8;2.63;19:56:13:325;0;3;
698.0;2.63;19:56:13:525;0;3;
698.2;2.63;19:56:13:725;0;3;
698.4;2.62;19:56:13:925;0;3;
698.6;2.62;19:56:14:125;0;3;
698.8;2.61;19:56:14:325;0;3;
699.0;2.61;19:56:14:525;0;3;
699.2;2.61;19:56:14:725;0;3;
699.4;2.61;19:56:14:925;0;3;
699.6;2.60;19:56:15:125;0;3;
699.8;2.60;19:56:15:325;0;3;
700.0;2.60;19:56:15:525;0;3;
700.2;2.59;19:56:15:725;0;3;
700.4;2.59;19:56:15:925;0;3;
700.6;2.59;19:56:16:125;0;3;
700.8;2.58;19:56:16:325;0;3;
701.0;2.58;19:56:16:525;0;3;
701.2;2.58;19:56:16:725;0;3;
701.4;2.58;19:56:16:925;0;3;
701.6;2.57;19:56:17:125;0;3;
701.8;2.57;19:56:17:325;0;3;
702.0;2.57;19:56:17:525;0;3;
702.2;2.57;19:56:17:725;0;3;
702.4;2.57;19:56:17:925;0;3;
702.6;2.56;19:56:18:125;0;3;
702.8;2.56;19:56:18:325;0;3;
703.0;2.55;19:56:18:525;0;3;
703.2;2.55;19:56:18:725;0;3;
703.4;2.55;19:56:18:925;0;3;
703.6;2.55;19:56:19:125;0;3;
703.8;2.54;19:56:19:325;0;3;
704.0;2.54;19:56:19:525;0;3;
704.2;2.54;19:56:19:725;0;3;
704.4;2.54;19:56:19:925;0;3;
704.6;2.54;19:56:20:125;0;3;
704.8;2.54;19:56:20:325;0;3;
705.0;2.53;19:56:20:525;0;3;
705.2;2.53;19:56:20:725;0;3;
705.4;2.52;19:56:20:925;0;3;
705.6;2.52;19:56:21:125;0;3;
705.8;2.52;19:56:21:325;0;3;
706.0;2.52;19:56:21:525;0;3;
706.2;2.51;19:56:21:725;0;3;
706.4;2.51;19:56:21:925;0;2;
706.6;2.51;19:56:22:125;0;2;
706.8;2.51;19:56:22:325;0;2;
707.0;2.50;19:56:22:525;0;2;
707.2;2.50;19:56:22:725;0;2;
707.4;2.50;19:56:22:925;0;2;
707.6;2.50;19:56:23:125;0;2;
707.8;2.49;19:56:23:325;0;2;
708.0;2.49;19:56:23:525;0;2;
708.2;2.49;19:56:23:725;0;2;
708.4;2.49;19:56:23:925;0;2;
708.6;2.49;19:56:24:125;0;2;
708.8;2.48;19:56:24:325;0;2;
709.0;2.48;19:56:24:525;0;2;
709.2;2.48;19:56:24:725;0;2;
709.4;2.48;19:56:24:925;0;2;
709.6;2.48;19:56:25:125;0;2;
709.8;2.48;19:56:25:325;0;2;
710.0;2.47;19:56:25:525;0;2;
710.2;2.47;19:56:25:725;0;2;
710.4;2.47;19:56:25:925;0;2;
710.6;2.47;19:56:26:125;0;2;
710.8;2.47;19:56:26:325;0;2;
711.0;2.48;19:56:26:525;0;2;
711.2;2.48;19:56:26:725;0;2;
711.4;2.48;19:56:26:925;0;2;
711.6;2.49;19:56:27:125;0;2;
711.8;2.49;19:56:27:325;0;2;
712.0;2.49;19:56:27:525;0;2;
712.2;2.49;19:56:27:725;0;2;
712.4;2.49;19:56:27:925;0;2;
712.6;2.49;19:56:28:125;0;2;
712.8;2.49;19:56:28:325;0;2;
713.0;2.49;19:56:28:525;0;2;
713.2;2.48;19:56:28:725;0;2;
713.4;2.48;19:56:28:925;0;2;
713.6;2.47;19:56:29:125;0;2;
713.8;2.47;19:56:29:325;0;2;
714.0;2.47;19:56:29:525;0;2;
714.2;2.47;19:56:29:725;0;2;
714.4;2.47;19:56:29:925;0;2;
714.6;2.47;19:56:30:125;0;2;
714.8;2.47;19:56:30:325;0;2;
715.0;2.47;19:56:30:525;0;2;
715.2;2.47;19:56:30:725;0;2;
715.4;2.47;19:56:30:925;0;2;
715.6;2.46;19:56:31:125;0;2;
715.8;2.46;19:56:31:325;0;2;
716.0;2.46;19:56:31:525;0;2;
716.2;2.46;19:56:31:725;0;2;
716.4;2.46;19:56:31:925;0;2;
716.6;2.46;19:56:32:125;0;2;
716.8;2.46;19:56:32:325;0;2;
717.0;2.46;19:56:32:525;0;2;
717.2;2.46;19:56:32:725;0;2;
717.4;2.48;19:56:32:925;0;2;
717.6;2.51;19:56:33:125;0;2;
717.8;2.54;19:56:33:325;0;2;
718.0;2.56;19:56:33:525;0;2;
718.2;2.57;19:56:33:725;0;2;
718.4;2.58;19:56:33:925;0;2;
718.6;2.59;19:56:34:125;0;1;
718.8;2.59;19:56:34:325;0;1;
719.0;2.60;19:56:34:525;0;1;
719.2;2.60;19:56:34:725;0;1;
719.4;2.60;19:56:34:925;0;1;
719.6;2.59;19:56:35:125;0;1;
719.8;2.59;19:56:35:325;0;1;
720.0;2.58;19:56:35:525;0;1;
720.2;2.58;19:56:35:725;0;1;
720.4;2.58;19:56:35:925;0;1;
720.6;2.58;19:56:36:125;0;1;
720.8;2.58;19:56:36:325;0;1;
721.0;2.58;19:56:36:525;0;1;
721.2;2.59;19:56:36:725;1;1;
721.4;2.60;19:56:36:925;1;1;
721.6;2.60;19:56:37:125;1;1;
721.8;2.60;19:56:37:325;1;1;
722.0;2.60;19:56:37:525;1;1;
722.2;2.61;19:56:37:725;1;1;
722.4;2.61;19:56:37:925;1;1;
722.6;2.61;19:56:38:125;1;1;
722.8;2.61;19:56:38:325;1;1;
723.0;2.60;19:56:38:525;1;2;
723.2;2.59;19:56:38:725;1;2;
723.4;2.59;19:56:38:925;1;2;
723.6;2.58;19:56:39:125;1;2;
723.8;2.58;19:56:39:325;1;2;
724.0;2.58;19:56:39:525;1;2;
724.2;2.57;19:56:39:725;1;2;
724.4;2.57;19:56:39:925;1;2;
724.6;2.56;19:56:40:125;1;2;
724.8;2.56;19:56:40:325;1;2;
725.0;2.56;19:56:40:525;1;2;
725.2;2.56;19:56:40:725;1;2;
725.4;2.57;19:56:40:925;1;2;
725.6;2.58;19:56:41:125;1;2;
725.8;2.64;19:56:41:325;1;2;
