Device: samsung SM-G970U1; eSense app version: 4.9.0; android version: 10;
DESCRIPTION;VALUE
RECORDING NAME;ro-07012021-skin;;;;
DATE (HH:MM:SS);07.01.21 19:44:35;;;;
TIME (HH:MM:SS);00:15:55;;;;
MAXIMUM;5.23 µS;;;;
MINIMUM;0.38 µS;;;;
DIFFERENCE MIN/MAX;4.85 µS;;;;
AVERAGE OF SESSION;2.59 µS;;;;
TIME INCREASE (HH:MM:SS);00:03:20;;;;
TIME STEADY (HH:MM:SS);00:00:40;;;;
TIME DECREASE (HH:MM:SS);00:11:54;;;;
;;;;;
TOTAL SCR;44;;;;
% of SCR OF SESSION;19.8%;;;;
Red hands;0;;;;
Orange hands;7;;;;
Yellow hands;122;;;;
Green hands;62;;;;
0-5 SCR/MIN (HH:MM:SS);00:15:01;;;;
6-9 SCR/MIN (HH:MM:SS);00:00:57;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:00;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
STARS;0;;;;
STARS WITH RIBBON;0;;;;
;;;;;
STATISTICS;;;;;
SECOND;MICROSIEMENS;TIMESTAMP;SCR;SCR/MIN;MARKER
343.2;2.22;19:50:18:725;0;3;
343.4;2.22;19:50:18:925;0;3;
343.6;2.22;19:50:19:125;0;3;
343.8;2.22;19:50:19:325;0;3;
344.0;2.22;19:50:19:525;0;3;
344.2;2.22;19:50:19:725;0;3;
344.4;2.22;19:50:19:925;0;3;
344.6;2.22;19:50:20:125;0;3;
344.8;2.21;19:50:20:325;0;3;
345.0;2.20;19:50:20:525;0;3;
345.2;2.20;19:50:20:725;0;3;
345.4;2.20;19:50:20:925;0;3;
345.6;2.20;19:50:21:125;0;3;
345.8;2.19;19:50:21:325;0;3;
346.0;2.20;19:50:21:525;0;3;
346.2;2.21;19:50:21:725;0;3;
346.4;2.24;19:50:21:925;0;3;
346.6;2.26;19:50:22:125;0;3;
346.8;2.26;19:50:22:325;0;3;
347.0;2.29;19:50:22:525;0;3;
347.2;2.31;19:50:22:725;0;3;
347.4;2.32;19:50:22:925;0;3;
347.6;2.32;19:50:23:125;0;3;
347.8;2.32;19:50:23:325;0;3;
348.0;2.32;19:50:23:525;0;3;
348.2;2.32;19:50:23:725;0;3;
348.4;2.31;19:50:23:925;0;3;
348.6;2.30;19:50:24:125;0;3;
348.8;2.30;19:50:24:325;0;3;
349.0;2.30;19:50:24:525;0;3;
349.2;2.29;19:50:24:725;0;3;
349.4;2.29;19:50:24:925;0;3;
349.6;2.28;19:50:25:125;0;3;
349.8;2.28;19:50:25:325;0;3;
350.0;2.28;19:50:25:525;0;3;
350.2;2.28;19:50:25:725;0;3;
350.4;2.31;19:50:25:925;0;3;
350.6;2.34;19:50:26:125;0;3;
350.8;2.38;19:50:26:325;0;3;
351.0;2.40;19:50:26:525;0;3;
351.2;2.42;19:50:26:725;0;3;
351.4;2.42;19:50:26:925;0;3;
351.6;2.43;19:50:27:125;0;3;
351.8;2.44;19:50:27:325;0;3;
352.0;2.49;19:50:27:525;0;3;
352.2;2.54;19:50:27:725;0;3;
352.4;2.54;19:50:27:925;0;3;
352.6;2.63;19:50:28:125;0;3;
352.8;2.68;19:50:28:325;0;3;
353.0;2.75;19:50:28:525;0;3;
353.2;2.78;19:50:28:725;0;3;
353.4;2.81;19:50:28:925;0;3;
353.6;2.81;19:50:29:125;0;3;
353.8;2.88;19:50:29:325;0;3;
354.0;2.94;19:50:29:525;0;3;
354.2;3.02;19:50:29:725;0;3;
354.4;3.07;19:50:29:925;1;3;
354.6;3.10;19:50:30:125;1;3;
354.8;3.10;19:50:30:325;1;3;
355.0;3.12;19:50:30:525;1;3;
355.2;3.12;19:50:30:725;1;3;
355.4;3.10;19:50:30:925;1;3;
355.6;3.08;19:50:31:125;1;3;
355.8;3.05;19:50:31:325;1;3;
356.0;3.05;19:50:31:525;1;3;
356.2;3.05;19:50:31:725;1;3;
356.4;3.01;19:50:31:925;1;3;
356.6;2.99;19:50:32:125;1;3;
356.8;2.98;19:50:32:325;1;3;
357.0;2.98;19:50:32:525;1;3;
357.2;2.98;19:50:32:725;1;3;
357.4;3.00;19:50:32:925;1;2;
357.6;3.06;19:50:33:125;1;2;
357.8;3.10;19:50:33:325;1;2;
358.0;3.14;19:50:33:525;1;2;
358.2;3.14;19:50:33:725;1;2;
358.4;3.15;19:50:33:925;1;2;
358.6;3.15;19:50:34:125;1;2;
358.8;3.13;19:50:34:325;1;3;
359.0;3.12;19:50:34:525;1;3;
359.2;3.12;19:50:34:725;1;3;
359.4;3.09;19:50:34:925;1;3;
359.6;3.07;19:50:35:125;1;3;
359.8;3.05;19:50:35:325;1;3;
360.0;3.03;19:50:35:525;1;3;
360.2;3.01;19:50:35:725;1;3;
360.4;3.01;19:50:35:925;1;3;
360.6;3.02;19:50:36:125;1;3;
360.8;3.05;19:50:36:325;1;3;
361.0;3.14;19:50:36:525;1;3;
361.2;3.21;19:50:36:725;1;3;
361.4;3.29;19:50:36:925;1;3;
361.6;3.29;19:50:37:125;1;3;
361.8;3.33;19:50:37:325;1;3;
362.0;3.35;19:50:37:525;1;3;
362.2;3.35;19:50:37:725;1;4;
362.4;3.33;19:50:37:925;1;3;
362.6;3.33;19:50:38:125;1;3;
362.8;3.30;19:50:38:325;1;3;
363.0;3.27;19:50:38:525;1;3;
363.2;3.23;19:50:38:725;1;3;
363.4;3.20;19:50:38:925;1;3;
363.6;3.16;19:50:39:125;1;3;
363.8;3.16;19:50:39:325;1;3;
364.0;3.14;19:50:39:525;1;3;
364.2;3.12;19:50:39:725;1;3;
364.4;3.09;19:50:39:925;1;3;
364.6;3.08;19:50:40:125;1;3;
364.8;3.08;19:50:40:325;1;3;
365.0;3.05;19:50:40:525;1;3;
365.2;3.04;19:50:40:725;1;3;
365.4;3.03;19:50:40:925;1;3;
365.6;3.04;19:50:41:125;1;3;
365.8;3.09;19:50:41:325;1;4;
366.0;3.09;19:50:41:525;1;4;
366.2;3.12;19:50:41:725;1;4;
366.4;3.14;19:50:41:925;1;4;
366.6;3.16;19:50:42:125;1;4;
366.8;3.16;19:50:42:325;1;4;
367.0;3.14;19:50:42:525;1;4;
367.2;3.14;19:50:42:725;1;4;
367.4;3.13;19:50:42:925;1;4;
367.6;3.10;19:50:43:125;1;4;
367.8;3.08;19:50:43:325;1;4;
368.0;3.06;19:50:43:525;1;4;
368.2;3.06;19:50:43:725;1;4;
368.4;3.03;19:50:43:925;1;4;
368.6;3.01;19:50:44:125;1;4;
368.8;2.99;19:50:44:325;1;4;
369.0;2.98;19:50:44:525;1;4;
369.2;2.96;19:50:44:725;1;4;
369.4;2.96;19:50:44:925;1;4;
369.6;2.94;19:50:45:125;1;4;
369.8;2.93;19:50:45:325;1;4;
370.0;2.91;19:50:45:525;1;4;
370.2;2.90;19:50:45:725;1;4;
370.4;2.89;19:50:45:925;1;4;
370.6;2.89;19:50:46:125;1;4;
370.8;2.87;19:50:46:325;0;4;
371.0;2.85;19:50:46:525;0;4;
371.2;2.84;19:50:46:725;0;4;
371.4;2.84;19:50:46:925;0;4;
371.6;2.84;19:50:47:125;0;4;
371.8;2.82;19:50:47:325;0;4;
372.0;2.81;19:50:47:525;0;4;
372.2;2.79;19:50:47:725;0;4;
372.4;2.79;19:50:47:925;0;4;
372.6;2.77;19:50:48:125;0;4;
372.8;2.77;19:50:48:325;0;4;
373.0;2.76;19:50:48:525;0;4;
373.2;2.75;19:50:48:725;0;4;
373.4;2.74;19:50:48:925;0;4;
373.6;2.73;19:50:49:125;0;4;
373.8;2.72;19:50:49:325;0;4;
374.0;2.72;19:50:49:525;0;4;
374.2;2.71;19:50:49:725;0;4;
374.4;2.71;19:50:49:925;0;4;
374.6;2.70;19:50:50:125;0;4;
374.8;2.70;19:50:50:325;0;4;
375.0;2.69;19:50:50:525;0;4;
375.2;2.69;19:50:50:725;0;4;
375.4;2.67;19:50:50:925;0;4;
375.6;2.67;19:50:51:125;0;4;
375.8;2.66;19:50:51:325;0;4;
376.0;2.65;19:50:51:525;0;4;
376.2;2.65;19:50:51:725;0;4;
376.4;2.65;19:50:51:925;0;4;
376.6;2.66;19:50:52:125;0;4;
376.8;2.67;19:50:52:325;0;4;
377.0;2.70;19:50:52:525;0;4;
377.2;2.77;19:50:52:725;0;4;
377.4;2.81;19:50:52:925;0;4;
377.6;2.84;19:50:53:125;0;4;
377.8;2.91;19:50:53:325;0;4;
378.0;2.98;19:50:53:525;0;4;
378.2;3.02;19:50:53:725;0;4;
378.4;3.04;19:50:53:925;0;4;
378.6;3.04;19:50:54:125;0;4;
378.8;3.05;19:50:54:325;0;4;
379.0;3.04;19:50:54:525;0;4;
379.2;3.04;19:50:54:725;0;4;
379.4;3.02;19:50:54:925;0;4;
379.6;3.02;19:50:55:125;0;4;
379.8;3.01;19:50:55:325;0;4;
380.0;3.00;19:50:55:525;0;4;
380.2;3.00;19:50:55:725;0;4;
380.4;2.99;19:50:55:925;0;4;
380.6;2.97;19:50:56:125;0;4;
380.8;2.96;19:50:56:325;0;4;
381.0;2.96;19:50:56:525;0;4;
381.2;2.94;19:50:56:725;0;4;
381.4;2.92;19:50:56:925;0;4;
381.6;2.90;19:50:57:125;0;4;
381.8;2.89;19:50:57:325;0;4;
382.0;2.88;19:50:57:525;0;4;
382.2;2.86;19:50:57:725;0;4;
382.4;2.84;19:50:57:925;0;4;
382.6;2.83;19:50:58:125;0;4;
382.8;2.83;19:50:58:325;0;4;
383.0;2.82;19:50:58:525;0;4;
383.2;2.81;19:50:58:725;0;4;
383.4;2.80;19:50:58:925;0;4;
383.6;2.79;19:50:59:125;0;4;
383.8;2.79;19:50:59:325;0;4;
384.0;2.79;19:50:59:525;0;4;
384.2;2.78;19:50:59:725;0;4;
384.4;2.78;19:50:59:925;0;4;
384.6;2.77;19:51:00:125;0;4;
384.8;2.76;19:51:00:325;0;4;
385.0;2.75;19:51:00:525;0;4;
385.2;2.75;19:51:00:725;0;4;
385.4;2.75;19:51:00:925;0;4;
385.6;2.74;19:51:01:125;0;4;
385.8;2.73;19:51:01:325;0;4;
386.0;2.71;19:51:01:525;0;4;
386.2;2.71;19:51:01:725;0;4;
386.4;2.70;19:51:01:925;0;4;
386.6;2.70;19:51:02:125;0;4;
386.8;2.69;19:51:02:325;0;4;
387.0;2.68;19:51:02:525;0;4;
387.2;2.67;19:51:02:725;0;4;
387.4;2.66;19:51:02:925;0;4;
387.6;2.66;19:51:03:125;0;4;
387.8;2.66;19:51:03:325;0;4;
388.0;2.65;19:51:03:525;0;4;
388.2;2.63;19:51:03:725;0;4;
388.4;2.63;19:51:03:925;0;4;
388.6;2.63;19:51:04:125;0;4;
388.8;2.63;19:51:04:325;0;4;
389.0;2.62;19:51:04:525;0;4;
389.2;2.61;19:51:04:725;0;4;
389.4;2.60;19:51:04:925;0;4;
389.6;2.60;19:51:05:125;0;4;
389.8;2.61;19:51:05:325;0;4;
390.0;2.61;19:51:05:525;0;4;
390.2;2.61;19:51:05:725;0;4;
390.4;2.61;19:51:05:925;0;4;
390.6;2.61;19:51:06:125;0;4;
390.8;2.61;19:51:06:325;0;4;
391.0;2.61;19:51:06:525;0;4;
391.2;2.60;19:51:06:725;0;4;
391.4;2.60;19:51:06:925;0;4;
391.6;2.59;19:51:07:125;0;4;
391.8;2.58;19:51:07:325;0;4;
392.0;2.58;19:51:07:525;0;4;
392.2;2.58;19:51:07:725;0;4;
392.4;2.56;19:51:07:925;0;4;
392.6;2.56;19:51:08:125;0;4;
392.8;2.55;19:51:08:325;0;4;
393.0;2.55;19:51:08:525;0;4;
393.2;2.55;19:51:08:725;0;4;
393.4;2.54;19:51:08:925;0;3;
393.6;2.54;19:51:09:125;0;3;
393.8;2.54;19:51:09:325;0;3;
394.0;2.55;19:51:09:525;0;3;
394.2;2.56;19:51:09:725;0;3;
394.4;2.56;19:51:09:925;0;3;
394.6;2.56;19:51:10:125;0;3;
394.8;2.56;19:51:10:325;0;3;
395.0;2.56;19:51:10:525;0;3;
395.2;2.55;19:51:10:725;0;3;
395.4;2.55;19:51:10:925;0;3;
395.6;2.54;19:51:11:125;0;3;
395.8;2.54;19:51:11:325;0;3;
396.0;2.53;19:51:11:525;0;3;
396.2;2.52;19:51:11:725;0;3;
396.4;2.51;19:51:11:925;0;3;
396.6;2.51;19:51:12:125;0;3;
396.8;2.50;19:51:12:325;0;3;
397.0;2.50;19:51:12:525;0;3;
397.2;2.50;19:51:12:725;0;3;
397.4;2.50;19:51:12:925;0;3;
397.6;2.50;19:51:13:125;0;3;
397.8;2.50;19:51:13:325;0;3;
398.0;2.50;19:51:13:525;0;3;
398.2;2.49;19:51:13:725;0;3;
398.4;2.49;19:51:13:925;0;3;
398.6;2.49;19:51:14:125;0;3;
398.8;2.48;19:51:14:325;0;3;
399.0;2.48;19:51:14:525;0;3;
399.2;2.47;19:51:14:725;0;3;
399.4;2.46;19:51:14:925;0;3;
399.6;2.46;19:51:15:125;0;3;
399.8;2.45;19:51:15:325;0;3;
400.0;2.45;19:51:15:525;0;3;
400.2;2.45;19:51:15:725;0;3;
400.4;2.44;19:51:15:925;0;3;
400.6;2.43;19:51:16:125;0;3;
400.8;2.42;19:51:16:325;0;3;
401.0;2.42;19:51:16:525;0;3;
401.2;2.42;19:51:16:725;0;3;
401.4;2.42;19:51:16:925;0;3;
401.6;2.41;19:51:17:125;0;3;
401.8;2.41;19:51:17:325;0;3;
402.0;2.40;19:51:17:525;0;3;
402.2;2.40;19:51:17:725;0;3;
402.4;2.40;19:51:17:925;0;3;
402.6;2.39;19:51:18:125;0;3;
402.8;2.38;19:51:18:325;0;3;
403.0;2.38;19:51:18:525;0;3;
403.2;2.38;19:51:18:725;0;3;
403.4;2.37;19:51:18:925;0;3;
403.6;2.37;19:51:19:125;0;3;
403.8;2.37;19:51:19:325;0;3;
404.0;2.36;19:51:19:525;0;3;
404.2;2.35;19:51:19:725;0;3;
404.4;2.35;19:51:19:925;0;3;
404.6;2.35;19:51:20:125;0;3;
404.8;2.34;19:51:20:325;0;3;
405.0;2.34;19:51:20:525;0;3;
405.2;2.33;19:51:20:725;0;3;
405.4;2.33;19:51:20:925;0;3;
405.6;2.33;19:51:21:125;0;3;
405.8;2.33;19:51:21:325;0;3;
406.0;2.33;19:51:21:525;0;3;
406.2;2.32;19:51:21:725;0;3;
406.4;2.32;19:51:21:925;0;3;
406.6;2.32;19:51:22:125;0;3;
406.8;2.32;19:51:22:325;0;3;
407.0;2.33;19:51:22:525;0;3;
407.2;2.33;19:51:22:725;0;3;
407.4;2.33;19:51:22:925;0;3;
407.6;2.33;19:51:23:125;0;3;
407.8;2.33;19:51:23:325;0;3;
408.0;2.33;19:51:23:525;0;3;
408.2;2.33;19:51:23:725;0;3;
408.4;2.33;19:51:23:925;0;3;
408.6;2.32;19:51:24:125;0;3;
408.8;2.31;19:51:24:325;0;3;
409.0;2.31;19:51:24:525;0;3;
409.2;2.31;19:51:24:725;0;3;
409.4;2.30;19:51:24:925;0;3;
409.6;2.30;19:51:25:125;0;3;
409.8;2.29;19:51:25:325;0;3;
410.0;2.29;19:51:25:525;0;3;
410.2;2.29;19:51:25:725;0;3;
410.4;2.29;19:51:25:925;0;3;
410.6;2.29;19:51:26:125;0;3;
410.8;2.28;19:51:26:325;0;3;
411.0;2.27;19:51:26:525;0;3;
411.2;2.27;19:51:26:725;0;3;
411.4;2.27;19:51:26:925;0;3;
411.6;2.27;19:51:27:125;0;3;
411.8;2.26;19:51:27:325;0;3;
412.0;2.26;19:51:27:525;0;3;
412.2;2.26;19:51:27:725;0;3;
412.4;2.26;19:51:27:925;0;3;
412.6;2.25;19:51:28:125;0;3;
412.8;2.25;19:51:28:325;0;3;
413.0;2.25;19:51:28:525;0;3;
413.2;2.25;19:51:28:725;0;3;
413.4;2.24;19:51:28:925;0;3;
413.6;2.24;19:51:29:125;0;3;
413.8;2.24;19:51:29:325;0;3;
414.0;2.24;19:51:29:525;0;3;
414.2;2.24;19:51:29:725;0;3;
414.4;2.24;19:51:29:925;0;3;
414.6;2.23;19:51:30:125;0;3;
414.8;2.23;19:51:30:325;0;3;
415.0;2.23;19:51:30:525;0;3;
415.2;2.23;19:51:30:725;0;3;
415.4;2.23;19:51:30:925;0;3;
415.6;2.23;19:51:31:125;0;3;
415.8;2.23;19:51:31:325;0;3;
416.0;2.23;19:51:31:525;0;3;
416.2;2.23;19:51:31:725;0;3;
416.4;2.22;19:51:31:925;0;3;
416.6;2.22;19:51:32:125;0;3;
416.8;2.21;19:51:32:325;0;3;
417.0;2.21;19:51:32:525;0;3;
417.2;2.21;19:51:32:725;0;3;
417.4;2.21;19:51:32:925;0;3;
417.6;2.21;19:51:33:125;0;3;
417.8;2.20;19:51:33:325;0;3;
418.0;2.20;19:51:33:525;0;3;
418.2;2.20;19:51:33:725;0;3;
418.4;2.20;19:51:33:925;0;3;
418.6;2.19;19:51:34:125;0;3;
418.8;2.19;19:51:34:325;0;2;
419.0;2.18;19:51:34:525;0;2;
419.2;2.18;19:51:34:725;0;2;
419.4;2.18;19:51:34:925;0;2;
419.6;2.17;19:51:35:125;0;2;
419.8;2.17;19:51:35:325;0;2;
420.0;2.17;19:51:35:525;0;2;
420.2;2.17;19:51:35:725;0;2;
420.4;2.16;19:51:35:925;0;2;
420.6;2.16;19:51:36:125;0;2;
420.8;2.16;19:51:36:325;0;2;
421.0;2.16;19:51:36:525;0;2;
421.2;2.16;19:51:36:725;0;2;
421.4;2.16;19:51:36:925;0;2;
421.6;2.16;19:51:37:125;0;2;
421.8;2.17;19:51:37:325;0;2;
422.0;2.19;19:51:37:525;0;2;
422.2;2.23;19:51:37:725;0;1;
422.4;2.29;19:51:37:925;0;1;
422.6;2.32;19:51:38:125;0;1;
422.8;2.34;19:51:38:325;0;1;
423.0;2.38;19:51:38:525;0;1;
423.2;2.42;19:51:38:725;0;1;
423.4;2.45;19:51:38:925;0;1;
423.6;2.47;19:51:39:125;0;1;
423.8;2.48;19:51:39:325;0;1;
424.0;2.49;19:51:39:525;0;1;
424.2;2.49;19:51:39:725;0;1;
424.4;2.48;19:51:39:925;0;1;
424.6;2.48;19:51:40:125;0;1;
424.8;2.48;19:51:40:325;0;1;
425.0;2.47;19:51:40:525;0;1;
425.2;2.46;19:51:40:725;0;1;
425.4;2.46;19:51:40:925;0;1;
425.6;2.45;19:51:41:125;0;1;
425.8;2.44;19:51:41:325;0;0;
426.0;2.44;19:51:41:525;0;0;
426.2;2.44;19:51:41:725;0;0;
426.4;2.42;19:51:41:925;0;0;
426.6;2.42;19:51:42:125;0;0;
426.8;2.41;19:51:42:325;0;0;
427.0;2.41;19:51:42:525;1;0;
427.2;2.40;19:51:42:725;1;0;
427.4;2.40;19:51:42:925;1;0;
427.6;2.41;19:51:43:125;1;0;
427.8;2.44;19:51:43:325;1;1;
428.0;2.46;19:51:43:525;1;1;
428.2;2.51;19:51:43:725;1;1;
428.4;2.54;19:51:43:925;1;1;
428.6;2.55;19:51:44:125;1;1;
428.8;2.57;19:51:44:325;1;1;
429.0;2.58;19:51:44:525;1;1;
429.2;2.59;19:51:44:725;1;1;
429.4;2.60;19:51:44:925;1;1;
429.6;2.60;19:51:45:125;1;1;
429.8;2.61;19:51:45:325;0;1;
430.0;2.62;19:51:45:525;0;1;
430.2;2.62;19:51:45:725;0;1;
430.4;2.62;19:51:45:925;0;1;
430.6;2.62;19:51:46:125;0;1;
430.8;2.62;19:51:46:325;0;1;
431.0;2.62;19:51:46:525;0;1;
431.2;2.60;19:51:46:725;0;1;
431.4;2.59;19:51:46:925;0;1;
431.6;2.59;19:51:47:125;0;1;
431.8;2.58;19:51:47:325;0;1;
432.0;2.58;19:51:47:525;0;1;
432.2;2.56;19:51:47:725;0;1;
432.4;2.55;19:51:47:925;0;1;
432.6;2.54;19:51:48:125;0;1;
432.8;2.54;19:51:48:325;0;1;
433.0;2.54;19:51:48:525;0;1;
433.2;2.52;19:51:48:725;0;1;
433.4;2.52;19:51:48:925;0;1;
433.6;2.51;19:51:49:125;0;1;
433.8;2.51;19:51:49:325;0;1;
434.0;2.51;19:51:49:525;0;1;
434.2;2.50;19:51:49:725;0;1;
434.4;2.50;19:51:49:925;0;1;
434.6;2.49;19:51:50:125;0;1;
434.8;2.49;19:51:50:325;0;1;
435.0;2.49;19:51:50:525;0;1;
435.2;2.49;19:51:50:725;0;1;
435.4;2.48;19:51:50:925;0;1;
435.6;2.48;19:51:51:125;0;1;
435.8;2.47;19:51:51:325;0;1;
436.0;2.46;19:51:51:525;0;1;
436.2;2.46;19:51:51:725;0;1;
436.4;2.46;19:51:51:925;0;1;
436.6;2.46;19:51:52:125;0;1;
436.8;2.45;19:51:52:325;0;1;
437.0;2.45;19:51:52:525;0;1;
437.2;2.45;19:51:52:725;0;1;
437.4;2.45;19:51:52:925;0;1;
437.6;2.45;19:51:53:125;0;1;
437.8;2.46;19:51:53:325;0;1;
438.0;2.48;19:51:53:525;0;1;
438.2;2.50;19:51:53:725;0;1;
438.4;2.52;19:51:53:925;0;1;
438.6;2.52;19:51:54:125;0;1;
438.8;2.54;19:51:54:325;0;1;
439.0;2.54;19:51:54:525;0;1;
439.2;2.56;19:51:54:725;0;1;
439.4;2.58;19:51:54:925;0;1;
439.6;2.59;19:51:55:125;0;1;
439.8;2.60;19:51:55:325;0;1;
440.0;2.62;19:51:55:525;0;1;
440.2;2.62;19:51:55:725;0;1;
440.4;2.62;19:51:55:925;0;1;
440.6;2.61;19:51:56:125;0;1;
440.8;2.61;19:51:56:325;0;1;
441.0;2.60;19:51:56:525;0;1;
441.2;2.59;19:51:56:725;0;1;
441.4;2.58;19:51:56:925;0;1;
441.6;2.56;19:51:57:125;0;1;
441.8;2.56;19:51:57:325;0;1;
442.0;2.56;19:51:57:525;0;1;
442.2;2.55;19:51:57:725;0;1;
442.4;2.54;19:51:57:925;0;1;
442.6;2.54;19:51:58:125;0;1;
442.8;2.54;19:51:58:325;1;1;
443.0;2.54;19:51:58:525;1;1;
443.2;2.52;19:51:58:725;1;1;
443.4;2.51;19:51:58:925;1;1;
443.6;2.50;19:51:59:125;1;1;
443.8;2.50;19:51:59:325;1;1;
444.0;2.49;19:51:59:525;1;2;
444.2;2.49;19:51:59:725;1;2;
444.4;2.49;19:51:59:925;1;2;
444.6;2.48;19:52:00:125;1;2;
444.8;2.48;19:52:00:325;0;2;
445.0;2.48;19:52:00:525;0;2;
445.2;2.48;19:52:00:725;0;2;
445.4;2.48;19:52:00:925;0;2;
445.6;2.48;19:52:01:125;0;2;
445.8;2.47;19:52:01:325;0;2;
446.0;2.47;19:52:01:525;0;2;
446.2;2.47;19:52:01:725;0;2;
446.4;2.46;19:52:01:925;0;2;
446.6;2.46;19:52:02:125;0;2;
446.8;2.45;19:52:02:325;0;2;
447.0;2.45;19:52:02:525;0;2;
447.2;2.44;19:52:02:725;0;2;
447.4;2.43;19:52:02:925;0;2;
447.6;2.43;19:52:03:125;0;2;
447.8;2.42;19:52:03:325;0;2;
448.0;2.42;19:52:03:525;0;2;
448.2;2.41;19:52:03:725;0;2;
448.4;2.41;19:52:03:925;0;2;
448.6;2.40;19:52:04:125;0;2;
448.8;2.40;19:52:04:325;0;2;
449.0;2.40;19:52:04:525;0;2;
449.2;2.38;19:52:04:725;0;2;
449.4;2.38;19:52:04:925;0;2;
449.6;2.38;19:52:05:125;0;2;
449.8;2.38;19:52:05:325;0;2;
450.0;2.37;19:52:05:525;0;2;
450.2;2.37;19:52:05:725;0;2;
450.4;2.36;19:52:05:925;0;2;
450.6;2.35;19:52:06:125;0;2;
450.8;2.35;19:52:06:325;0;2;
451.0;2.35;19:52:06:525;0;2;
451.2;2.34;19:52:06:725;0;2;
451.4;2.34;19:52:06:925;0;2;
451.6;2.33;19:52:07:125;0;2;
451.8;2.33;19:52:07:325;0;2;
452.0;2.33;19:52:07:525;0;2;
452.2;2.33;19:52:07:725;0;2;
452.4;2.32;19:52:07:925;0;2;
452.6;2.31;19:52:08:125;0;2;
452.8;2.31;19:52:08:325;0;2;
453.0;2.31;19:52:08:525;0;2;
453.2;2.30;19:52:08:725;0;2;
453.4;2.30;19:52:08:925;0;2;
453.6;2.30;19:52:09:125;0;2;
453.8;2.29;19:52:09:325;0;2;
454.0;2.29;19:52:09:525;0;2;
454.2;2.29;19:52:09:725;0;2;
454.4;2.29;19:52:09:925;0;2;
454.6;2.29;19:52:10:125;0;2;
454.8;2.28;19:52:10:325;0;2;
455.0;2.28;19:52:10:525;0;2;
455.2;2.28;19:52:10:725;0;2;
455.4;2.28;19:52:10:925;0;2;
455.6;2.28;19:52:11:125;0;2;
455.8;2.27;19:52:11:325;0;2;
456.0;2.27;19:52:11:525;0;2;
456.2;2.27;19:52:11:725;0;2;
456.4;2.27;19:52:11:925;0;2;
456.6;2.26;19:52:12:125;0;2;
456.8;2.26;19:52:12:325;0;2;
457.0;2.25;19:52:12:525;0;2;
457.2;2.25;19:52:12:725;0;2;
457.4;2.25;19:52:12:925;0;2;
457.6;2.24;19:52:13:125;0;2;
457.8;2.24;19:52:13:325;0;2;
458.0;2.24;19:52:13:525;0;2;
458.2;2.24;19:52:13:725;0;2;
458.4;2.24;19:52:13:925;0;2;
458.6;2.24;19:52:14:125;0;2;
458.8;2.24;19:52:14:325;0;2;
459.0;2.24;19:52:14:525;0;2;
459.2;2.24;19:52:14:725;0;2;
459.4;2.23;19:52:14:925;0;2;
459.6;2.23;19:52:15:125;0;2;
459.8;2.23;19:52:15:325;0;2;
460.0;2.23;19:52:15:525;0;2;
460.2;2.22;19:52:15:725;0;2;
460.4;2.22;19:52:15:925;0;2;
460.6;2.22;19:52:16:125;0;2;
460.8;2.23;19:52:16:325;0;2;
461.0;2.24;19:52:16:525;0;2;
461.2;2.25;19:52:16:725;0;2;
461.4;2.27;19:52:16:925;0;2;
461.6;2.29;19:52:17:125;0;2;
461.8;2.30;19:52:17:325;0;2;
462.0;2.31;19:52:17:525;0;2;
462.2;2.31;19:52:17:725;0;2;
462.4;2.32;19:52:17:925;0;2;
462.6;2.31;19:52:18:125;0;2;
462.8;2.31;19:52:18:325;0;2;
463.0;2.30;19:52:18:525;0;2;
463.2;2.30;19:52:18:725;0;2;
463.4;2.29;19:52:18:925;0;2;
463.6;2.29;19:52:19:125;0;2;
463.8;2.28;19:52:19:325;0;2;
464.0;2.27;19:52:19:525;0;2;
464.2;2.27;19:52:19:725;0;2;
464.4;2.27;19:52:19:925;0;2;
464.6;2.26;19:52:20:125;0;2;
464.8;2.26;19:52:20:325;0;2;
465.0;2.25;19:52:20:525;0;2;
465.2;2.25;19:52:20:725;0;2;
465.4;2.25;19:52:20:925;0;2;
465.6;2.25;19:52:21:125;0;2;
465.8;2.25;19:52:21:325;0;2;
466.0;2.24;19:52:21:525;0;2;
466.2;2.24;19:52:21:725;0;2;
466.4;2.25;19:52:21:925;0;2;
466.6;2.25;19:52:22:125;0;2;
466.8;2.26;19:52:22:325;0;2;
467.0;2.30;19:52:22:525;0;2;
467.2;2.33;19:52:22:725;0;2;
467.4;2.35;19:52:22:925;0;2;
467.6;2.38;19:52:23:125;0;2;
467.8;2.38;19:52:23:325;0;2;
468.0;2.38;19:52:23:525;0;2;
468.2;2.39;19:52:23:725;0;2;
468.4;2.38;19:52:23:925;0;2;
468.6;2.38;19:52:24:125;0;2;
468.8;2.38;19:52:24:325;0;2;
469.0;2.38;19:52:24:525;0;2;
469.2;2.37;19:52:24:725;0;2;
469.4;2.35;19:52:24:925;0;2;
469.6;2.35;19:52:25:125;0;2;
469.8;2.34;19:52:25:325;0;2;
470.0;2.34;19:52:25:525;0;2;
470.2;2.34;19:52:25:725;0;2;
470.4;2.34;19:52:25:925;0;2;
470.6;2.34;19:52:26:125;0;2;
